"","text","score","polarity"
"729","Kanye West signals 2024 White House run, says Trump screamed at him https://t.co/3G1gHvBV5I",0,"Netral"
"730","@OathToAwesome Oh yeah lifes wack but still, eat shit, europoors

https://t.co/jGKS9t3DPR",-1,"Negatif"
"731","Donald J. Trump, Sr.
#2024 🇺🇸
#InGodWeTrust https://t.co/GdTY15StXz",0,"Netral"
"732","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/Qn4EvYTdXo",0,"Netral"
"733","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/YDrIcLlVhO",-2,"Negatif"
"734","Media’s red wave inaccurate prediction reveals, as it did in 2016 when the same outlets failed to see or comprehend the rise of Donald Trump, that the Beltway consensus is completely disconnected from the actual circumstances of the American people. https://t.co/TzP2jgLkcK",-2,"Negatif"
"735","KANYE WEST &amp; DONALD TRUMP 2024, TEENAGE PALESTINIAN TRAGEDY https://t.co/9M2wsrSO6d via @YouTube",0,"Netral"
"736","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/YDrIcL3M3G",-2,"Negatif"
"737","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #NewsBreak https://t.co/N5WRS9zCMi",-1,"Negatif"
"738","@beebstv Donald Trump wins 2024",1,"Positif"
"739","Midterms free of feared chaos as voting experts look to 2024 | AP News https://t.co/Ch9TJDCuz2",0,"Netral"
"740","Voting proceeded smoothly across most of the U.S. in this year’s midterms, with a few exceptions of scattered disruptions.

But groups focused on threats to American democracy say the biggest challenge is still ahead: the 2024 presidential race. https://t.co/cmcvEgrBTU",0,"Netral"
"741","@meloinhiding @kanyewest I'm voting for Donald Trump in 2024.
But.... I 100% support Ye's stand to resist the control of the Satanic Cult and live in the Freedom that Jesus purchased for everyone.
""Jesus paid it all. All to Him I owe.
Sin had left a crimson stain.
He washed it white as snow."" https://t.co/H7a5H1QWhR",1,"Positif"
"742","@Skid5150 @genzforchange So you said over and over he wasn't impeached but now ""This is why Donald Trump remained after the first and second impeachment and will run again in 2024."" Johnny Skidmark https://t.co/sTrBtomEH7",0,"Netral"
"743","Donald Trump dined with white nationalist, Holocaust denier Nick Fuentes https://t.co/waOIwlXn4S via @Yahoo 

TFG is courting racists before 2024 election, to make sure his racist base understands where his prejudices lie. 
#TFGRacist  #TrumpTreason  #GOPLiesAboutEverything",-3,"Negatif"
"744","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/CpSJVPMYJk",0,"Netral"
"745","“If you actually look at what he’s done and what he’s saying, his positions aren’t all that different from Donald Trump’s,”

#PutinsPuppets&gt;#GOPcoverup #MAGA #FoxNews #QAnon&lt; #NAZIS 
#SeditiousConspiracy #FRAUD #Espionage #OBSTRUCTION

https://t.co/SSTvIgW6cA",0,"Netral"
"746","@Quote4That @genzforchange The House is not the Court of Law. This is why Donald Trump remained after the first and second impeachment and will run again in 2024.",0,"Netral"
"747","Kanye West announced his 2024 presidential campaign on Friday and claimed he asked former President Donald Trump to be his running mate, just as Adidas-which carried his Yeezy-brand clothing-launched an investigation into misconduct allegations ... https://t.co/oNQstsBnvg",-1,"Negatif"
"748","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/9o8RDcuks6 - the false big yt “victim” and all of his spurious victim followers",-2,"Negatif"
"749","Only Kanye West could be narcissistic enough to believe Trump would 𝘦𝘷𝘦𝘳 submit to being his subordinate.

I'd list off some reasons except they'd be offensive af.

https://t.co/NZ1RY6OFgs",0,"Netral"
"750","@GOP Lol, are you just going to keep spitting out the same lies every day until 2024?

Why not talk about how God created a fighter pilot who's going to humiliate Donald Trump in the 2024 primaries?

Does @TrumpWarRoom have dirt on @GOPChairwoman or something? https://t.co/wq8oeoZOYy",-3,"Negatif"
"751","So Ye,who’s running for president, brought Nick Fuentes to a dinner with Donald Trump, who’s also running, at Milo Yiannopoulos’ behest, whom Ye appointed his campaign director.

Is anyone else ready for how big a shit show the 2024 election cycle is going to be? 🤣🤣🤣🤣 https://t.co/yJ8PpPLVnJ",0,"Netral"
"752","Kanye West Announces 2024 US Presidential Bid, Appears to Slam Donald Trump https://t.co/SSkl8zQAnF",0,"Netral"
"753","https://t.co/sonAwx9GNT

The rapper, known as Ye, said he asked  Donald Trump — who is running for the 2024 GOP nomination — to be his running mate in his own White House bid, and that...",0,"Netral"
"754","@NickAdamsinUSA America will welcome Donald Trump back with open arms I'm 2024!",1,"Positif"
"755","""Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says""",-1,"Negatif"
"756","@elonmusk @TimRunsHisMouth Elon Musk if former President Donald Trump he change his mind and he won't like Reinstate as President in America and it is better you run for President in America 2024 because I want to watch you on the news as President in America👍😊",2,"Positif"
"757","Rumors Occur about President Donald Trump’s 2024

https://t.co/ExPeYTf1jh",0,"Netral"
"758","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/M0xi9oJnIH",-1,"Negatif"
"759","Ye has announced his 2024 presidential bid, running against Donald Trump and Ron Desantis.

The republican party is worried that this will split the antisemitic vote.

And then there's no telling who the other 20% of the party will support.",-2,"Negatif"
"760","@realDonaldTrump will lose big time to Kanye West!!! Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/80wJZ7o5OX via @Yahoo",-2,"Negatif"
"761","@joegooding @realDonaldTrump @LoriBach @JennPellegrino @JennaEllisEsq @Shane29008046 @IamMonicaRae @MuppetMastertm @EricMMatheny @thancockMD @NanHayworth @hightower123155 Donald Trump will not be the Republican nominee in 2024",0,"Netral"
"762","Trump 2024 Hat Take America Back Dont Blame Me I Voted for Donald Trump Hat MAGA USA Embroidery Mesh Adjustable Baseball Cap 1UGCD3X

https://t.co/BbWnqZbh3A https://t.co/R8xc1YtHSb",0,"Netral"
"763","All the smart people are voting for Donald J Trump in 2024 https://t.co/B7DGcevgTk",1,"Positif"
"764","@bulldoggin55 @seattletimes The company you keep!!!!
Christie on Trump's meeting with Nick Fuentes: “This is just another example of an awful lack of judgment from Donald Trump, which, combined with his past poor judgments, make him an untenable general election candidate for the Republican Party in 2024.""",-4,"Negatif"
"765","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires —Thus far he has hired reputable GOP campaign advisors including a top DeSantis campaigner, and sidelined “shit heads” like Giuliani but no one knows how long that will last https://t.co/APes2kKUAJ",1,"Positif"
"766","KANYE WEST &amp; DONALD TRUMP 2024, TEENAGE PALESTINIAN TRAGEDY https://t.co/vOaLMx0v8D via @YouTube",0,"Netral"
"767","2024 GOP race is gonna be wild:

Ron DeSantis
Kanye West
Donald Trump
Rick Scott
Mike Pence
Elon Musk
Liz Cheney 
Greg Abbott
Ted Cruz",0,"Netral"
"768","Midterms free of feared chaos as voting experts look to 2024 - The Associated Press https://t.co/a8iVXG3qbm https://t.co/1F7AY8f1Iq",0,"Netral"
"769","@ProjectLincoln ‘#Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president’

“Ye has yet to file the basic paperwork to become a candidate — unlike Trump, who announced his 2024 bid on November 15”

https://t.co/m2Q7Wyga15",-1,"Negatif"
"770","@LaSa808 Ron DeSantis is already MAGA’s default go-to candidate for president in 2024 - if Donald Trump bows out.",0,"Netral"
"771","@Quote4That @genzforchange Sorry, Donald Trump wasn’t impeached. Use some common sense. He still ran for re-election and is running again in 2024. So how was there an impeachment. Stop spreading lies. This is why there is a division amongst  Americans",0,"Netral"
"772","David Duke would make a great Vice President for Donald Trump in 2024!",1,"Positif"
"773","KANYE WEST &amp; DONALD TRUMP 2024, TEENAGE PALESTINIAN TRAGEDY https://t.co/iE1AWXgHSn via @YouTube",0,"Netral"
"774","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/2s2fFLmUQQ via @YahooNews               
 Heckel and Jeckel, Gotta love the tidal, can't make this shit up.",-1,"Negatif"
"775","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/2s2fFLDXSQ via @YahooNews               
 Heckel and Jeckel, Gotta love the tidal, can't make this shit up.",-1,"Negatif"
"776","BREAKING: Chris Christie SLAMS Trump for meeting with Nick Fuentes “this just another example of an awful lack of judgment from Donald Trump, which, combined with his past poor judgments, make him an untenable general election candidate for the Republican Party in 2024.""",-4,"Negatif"
"777","@ConservateMiss Trump 2020 - Germans For Trump - Donald Trump 2024 Wahlen T-Shirt https://t.co/BLoG5xQczB",0,"Netral"
"778","Kim Kardashian Kanye #BoycottYe
Dude is off his everloven rocker
Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/F7T8kEZK2D",-1,"Negatif"
"779","Trump hosted Holocaust denier at Mar-a-Lago estate during visit with Kanye West, a week after announcing 2024 run: Former President Donald Trump hosted White nationalist and Holocaust denier Nick Fuentes and Kanye West at his private Mar-a-Lago estate this week, demonstrating… https://t.co/2vezjgvj09",0,"Netral"
"780","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/TcBtbrjgJJ",-1,"Negatif"
"781","National Media Coverage of Veterans For Trump endorsement of Donald Trump for 47th President reaches Hawaii news.  
https://t.co/9hIVYa0EmU",1,"Positif"
"782","@MnarMuh KANYE WEST &amp; DONALD TRUMP 2024, TEENAGE PALESTINIAN TRAGEDY https://t.co/jSnKaj6tlX @SabbySabs2 @RevBlackNetwork #IsraeliTerrorism #GazaUnderAttack #FreePalestine",0,"Netral"
"783","Christie on Trump's meme with Nightingale Fuentes: “This is just another excitement of an awful lag of jump from Donald Trump, which, combined with his pat populist judgments, make him an untenable genocide elevator canon for the Republican Passive in 2024.""",-3,"Negatif"
"784","So it seems like the Democrats are trying to push Gavin Newson to be either nominee for 2024. Do you need party wants Ron DeSantis. But we all know that Donald Trump is the one that is dragged down by both left and right to not run!",1,"Positif"
"785","In the first of his campaign videos, Ye claims he asked former president Donald Trump to be his running mate. #KanyeWest #YE #PresidentialRace https://t.co/6B9teGOza9",0,"Netral"
"786","KANYE WEST &amp; DONALD TRUMP 2024, TEENAGE PALESTINIAN TRAGEDY https://t.co/vvXP8KWve7",0,"Netral"
"787","@johnrackham82 Elect Donald Trump in 2024",0,"Netral"
"788","So, Kanye West asked Donald Trump to be his 2024 running mate... interesting",1,"Positif"
"789","I’d hardly call these ppl “celebrities.”😆Celebrities who announced they're voting for Donald Trump in 2024 election - Newsweek https://t.co/mZElU0pbi6",0,"Netral"
"790","So, Nick Fuentes, noted White Supremacist, is advising Kanye on his 2024 Presidential run and Milo Yiannopoulos is his campaign manager. 🤦🏾‍♀️ https://t.co/PF9PEwiyVU",0,"Netral"
"791","Kanye West says he told Donald Trump he’d make a great 2024 running mate — and the former president hit the roof: https://t.co/0CPWqS1XZW",1,"Positif"
"792","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires 
Trump is ""largely ditching his 2020 campaign team.""  
https://t.co/EK8jzEcjiL",-2,"Negatif"
"793","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/iob7inDdOt via @Yahoo",-1,"Negatif"
"794","😡🤬P.O.S. Creamsicle Caligula...
https://t.co/urYgdi5aGw",0,"Netral"
"795","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president  https://t.co/cs24yTiLlB",-1,"Negatif"
"796","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/zkgfIDOazz",-1,"Negatif"
"797","KANYE WEST &amp; DONALD TRUMP 2024, TEENAGE PALESTINIAN TRAGEDY 

SABBY SABS at 6PM ET 

https://t.co/hVYDU2068r",0,"Netral"
"798","Kanye West Says He Asked Donald Trump To Be His 2024 Presidential Running Mate https://t.co/Bjfqgqk3LE via @Yahoo",0,"Netral"
"799","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/J7iFMeozk3 via @Yahoo",-1,"Negatif"
"800","Vice President Donald J. Trump  https://t.co/fNBPkC3vBc",0,"Netral"
"801","Yes We Kanye`? Controversial rapper hints he might run for US president in 2024, with Donald Trump as his pick for vice president. https://t.co/UeWyW9NGRu",-1,"Negatif"
"802","@Patrick02018806 @MSNBC Still have my $5.00 to bet the name Donald J Trump will not appear on the 2024 ballot.",0,"Netral"
"803","Midterms free of feared chaos as voting experts look to 2024 (from @AP) https://t.co/MUKqNaxv3U",0,"Netral"
"804","After being spotted flying economy, Kanye West posted his first presidential election campaign video for 2024. In the short video, he hinted at having former president Donald Trump as his running mate. #KanyeWest

https://t.co/B7aebrorp9 https://t.co/4BJHSICK9W",0,"Netral"
"805","Kanye West says Trump screamed at him over 2024 presidential run at Mar-a-Lago dinner https://t.co/gUN8fe6vkv",0,"Netral"
"806","@GOPLeader You do what Donald Trump tells you to do, you are as weak as they come. All these frivolous investigations are going to cost the Republican party dearly in 2024.",-1,"Negatif"
"807","@IvankaTrump I am not following you anymore, because you did not attend your Dad's announcement to Re-Seek the Presidency. TRUMP [Donald only] 2024.",0,"Netral"
"808","Kanye West released his first video for his 2024 presidential run, and he claims Donald Trump has some super unkind things to say about his then-wife, Kim
STOP KANYE YOUR ARTISTIC ARTIST YOUR VERY TALENTED &amp; KIND HEARTED JUST WORK &amp; MAKE MONEY. ☮️
https://t.co/VhHKnRPuzH",0,"Netral"
"809","@maggieNYT @PreetBharara Two months from now:

Donald Trump:  How about you be my Secretary of Transportation in 2024?

Chris Christie:  Yes SIR! 

Roll credits https://t.co/ksxTDB3qEF",0,"Netral"
"810","Bill of Rights T-#Shirt #Republican #Trump 2024 Tee #Shirt Donald #Trump #Shirt https://t.co/byyVhpAcT8 - Buy on eBay",0,"Netral"
"811","DONALD J TRUMP
@realDonaldTrump 
2024
#makeAmericaGreatAgainAgain",0,"Netral"
"812","Andy Vermaut shares:Yes We Kanye`? Controversial rapper hints he might run for US president in 2024: The rap and fashion mogul wants Donald Trump to be his running mate. https://t.co/9iQ21kTZwi Thank you. https://t.co/ZgzkOE4ck7",0,"Netral"
"813","Ye, formerly known as Kanye West, asked Donald Trump, currently known as the worst president in history, to be his 2024 running mate. Trump became angry, probably because he always likes to be on top. @ImprovAmbassadr @BeschlossDC @ccwhip  https://t.co/scRBoTpOOV",0,"Netral"
"814","Donald Trump crying again. Kanye West Says Trump Screamed at Him Over a Potential 2024 Run https://t.co/kw1yUsFfJJ",0,"Netral"
"815","Kanye West released his first video for his 2024 presidential run, and he claims Donald Trump has some super unkind things to say about his then-wife, Kim
STOP KANYE THE CLUB CLUBBED U ! YOUR BUSINESS IS ON LIFE SUPPORT YOU HAVE BILLS TO PAY  FREE ADVICE
https://t.co/VhHKnS7DNP",0,"Netral"
"816","Trump insider unnerved he’ll ❛sabotage❜ his 2024 campaign with impulsive new hires https://t.co/ADFuNr0w20",-2,"Negatif"
"817","""#Ye, who announced another run for president in 2024 on Thursday asked #Trump to be his running mate. Trump then began insulting Ye’s ex-wife, @KimKardashian, according to the source and a video that Ye posted to #Twitter on Thanksgiving."" https://t.co/7q0Wm5BY1y",-1,"Negatif"
"818","Donald Trump significantly harmed his position in his 2024 positioning against Florida Gov. Ron DeSantis by dining with Holocaust denier Nick Fuentes and the rapper formerly known as Kanye West at Mar-a-Lago, a longtime advisor admitted on Friday.
https://t.co/4HjQqsumDC",-1,"Negatif"
"819","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.  https://t.co/xqK89ShhG9",0,"Netral"
"820","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president. These two deserve each other.https://t.co/ZsBZzU3hXu",-1,"Negatif"
"821","Commentary: For the sake of its democracy, the US should welcome Donald Trump back to Twitter https://t.co/yOnDSuehbG https://t.co/Kllq4xgc2G",1,"Positif"
"822","Andy Vermaut shares:Commentary: For the sake of its democracy, the US should welcome Donald Trump back to Twitter: Former US president Donald Trump’s tweets will continue to remind voters of how dangerous he is, says NTU’s Mark Cenite. https://t.co/ymvEfH9uHL Thank you. https://t.co/7x1BPm150j",0,"Netral"
"823","Commentary: For the sake of its democracy, the US should welcome Donald Trump back to Twitter
https://t.co/0iZ8HRxjtR #trumpcrimefamily #donaldtrump #trump",1,"Positif"
"824","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/XxfmfFwCIs",-2,"Negatif"
"825","“This is just another example of an awful lack of judgment from Donald Trump, which, combined with his past poor judgments, make him an untenable general election candidate for the Republican Party in 2024,” said Chris Christie, posturing for a run. https://t.co/5QoBstcFOs",-5,"Negatif"
"826","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message 🤡😡😢 https://t.co/18bYo3XomL",0,"Netral"
"827","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/2puFB0UawE",-1,"Negatif"
"828","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.

https://t.co/bAYPrHdhe3",0,"Netral"
"829","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/VAlKR3nabe",-1,"Negatif"
"830","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/1Cl8HkuZ38",-1,"Negatif"
"831","@MayoIsSpicyy I'm thankful the Donald Trump will be President in 2024!!!!",1,"Positif"
"832","Rapper Ye, formerly known as Kanye West, announces a second bid for the White House -- and says Donald Trump turned down his invitation to be his running mate, ""screaming at me.""

https://t.co/ugIIhnFLjo",0,"Netral"
"833","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/T3RbBI2BcL",-2,"Negatif"
"834","In a video, Ye said he went to Mar-a-Lago to ask Donald Trump to be his running mate.

https://t.co/nWjbDiVTbJ",0,"Netral"
"835","BREAKING: Ye has announced his 2024 presidential bid, running against Donald Trump and Ron Desantis.

The republican party is worried that this will split the antisemitic vote.

And then there's no telling who the other 20% of the party will support.",-2,"Negatif"
"836","Kanye ""Ye"" West declared he is running for president again in 2024, and later revealed he also asked Donald Trump to join him on the ticket as his Veep. Unsurprisingly, Trump turned him down. https://t.co/caJ8dbX8JN",0,"Netral"
"837","Let's get into Trump's head

As he prepares for his 2024 run Donald Trump is marshalling some very odd troops - e.g. one of the most blatant anti-semite Afro-Americans and a Fascist who says a dictatorship is the only solution.

https://t.co/FAOhxsWqw4 https://t.co/IOsFb29Mjd",-2,"Negatif"
"838","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/QOi4lbaiu0",-2,"Negatif"
"839","Donald Trump vs Ron DeSantis — the battle of the Republican big beasts https://t.co/cY1MaRB3l3",0,"Netral"
"840","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/8rKW3XefXj",-2,"Negatif"
"841","@xxxRyD when you've lost Mulvaney...

https://t.co/w4wgkHCbkk",-1,"Negatif"
"842","😂😂🤦‍♀️
""...he even asked former President Donald Trump to be his running mate.""
https://t.co/rRroBUuDGK",0,"Netral"
"843","Kanye West announces 2024 presidential bid
https://t.co/c6JrH6k7fY",0,"Netral"
"844","@MSNBC @MaddowBlog Trump 2024 we're with you Donald j Trump",0,"Netral"
"845","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/dUlCmnh2gI",0,"Netral"
"846","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/nMc1UkTdQl",0,"Netral"
"847","Kanye West: He will be a candidate in the 2024 US elections and wants to be his vice president... Donald Trump
""I asked him to be my vice president,"" West said, adding that the former president ""started screaming.""",-2,"Negatif"
"848","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/WCPICAx7my #SmartNews",-1,"Negatif"
"849","The declaration of Kanye West’s candidacy makes him the second person to enter the US presidential race after Donald Trump

https://t.co/yVM4RcDCeX",0,"Netral"
"850","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024. https://t.co/Bh6HzTfV9q",0,"Netral"
"851","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.
https://t.co/mLT4bitTNz",0,"Netral"
"852","Happier if Lake would concede she lost instead of following tRump's election denier fukkery.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming how to challenge elections if they don’t go his way
https://t.co/FUV1ZwGZRA https://t.co/hcpNxSwCqg https://t.co/QvEutti0cB",-2,"Negatif"
"853","Sooooo…

Whoever the Dems choose as their nominee for president in 2024 will be up against... Donald Trump… Ron DeSantis… and… “Ye”…

The GOP is really sending their best aren’t they",1,"Positif"
"854","@KariLakeWarRoom Happier if Lake would concede she lost instead of following tRump's election denier fukkery.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming how to challenge elections if they don’t go his way
https://t.co/FUV1ZwHxH8 https://t.co/4zX6m7XZh6",-2,"Negatif"
"855","@DashDobrofsky @sandibachom @DOJCrimDiv @FBI @AnthonyColeyDOJ @BradMossEsq
Top headline for the rest of the day should be one thing: 2024 presidential candidate and former president Donald Trump had dinner with a raving white supremacist neo-Nazi who openly calls for a dictatorship.",0,"Netral"
"856","So apparently Donald Trump yelled at Kanye West about West potentially running for the 2024 Presidential ticket. I guess Trump wanted to make it clear that the crazy quota had already been taken care of.",0,"Netral"
"857","Another remake of 'Guess who's coming to Dinner ' with Ye, Nick Fuentes and starring Donald Trump, opening in #2024 #NickFuentes #YE24 #KanyeWest #Trump2024 https://t.co/Tv1nqQcEyg",0,"Netral"
"858","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/LTtIIiJwz7",0,"Netral"
"859","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/iZabd6yNh0 via @Yahoo",-1,"Negatif"
"860","The Simpsons ‘Predicted’ Donald Trump 2024 Back in 2015 https://t.co/A6deiXB065",0,"Netral"
"861","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message - https://t.co/MIcAymWwXa https://t.co/37uHtzvqVo",0,"Netral"
"862","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/TC98F0TANg via @Yahoo 

The rapper said Trump was ""perturbed"" by Ye asking the former president to be his running mate in 2024.",-1,"Negatif"
"863","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.

Kanye West announces 2024 presidential bid https://t.co/EiS207j4Wj",0,"Netral"
"864","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires - Raw Story - Celebrating 18 Years of Independent Journalism https://t.co/XYONbQ8Hly",-2,"Negatif"
"865","Kanye West claims he asked Donald Trump to be his running mate for 2024. https://t.co/zrJ5m106pq #Pagidevmenoi #kaneotikoimasai #gntmgr #GiTisElias #Sasmos",0,"Netral"
"866","Kanye West claims he asked Donald Trump to be his running mate for 2024. https://t.co/kinl08EtUT #gntmgr #Pagidevmenoi #GiTisElias #Sasmos #kaneotikoimasai",0,"Netral"
"867","whatever he says. Want leadership. Select one with proven ability with economy, foreign policy and affairs, jobs. You don’t need to look anywhere! Trump 2024.  https://t.co/QgGh1HXdhV",1,"Positif"
"868","Trump has the ability to lead and lead well. President Trump is a business man. He knows how to run this country. Did you you see one leader or foreigner run over President Trump? No and you will never see it. President Trump has wisdom and and back up https://t.co/QgGh1HXdhV",3,"Positif"
"869","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.
https://t.co/hoM1PFcyAc",0,"Netral"
"870","@NicholasNatoli @isaacdecastrog He praised him very recently. And from what we’ve seen about their discussion this week, it seems they did have an argument. Not over Jews. But over Kanye running in 2024. 

Spiritual significance of what moment?

https://t.co/ebHARHXlG1",0,"Netral"
"871","First elected woman President 2024…Donald Trump, her Vice President! https://t.co/Lk0Mif6Rhi",0,"Netral"
"872","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has scre | 2022/11/25 - New York Daily News https://t.co/drr0rdegdP",-1,"Negatif"
"873","on Mr. Trump. Well here it is. Your real problem is that you are nervous in the service because you know Donald J. Trump is a winner not a looser and he will win again in 2024. This is why you are bothered. Mr. Trump has no competition. Desantis uh No!!!! https://t.co/QgGh1HFBTl",0,"Netral"
"874","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/PLPLTinhWb",-1,"Negatif"
"875","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/Ec8BGR3XOr",-2,"Negatif"
"876","There is not one day that goes by that cheap shots aren’t made against Donald J. Trump. If Trump is all of these negative things that you all say. Why bother to call his name. Why you even concerned. The negative news media keep putting out false info https://t.co/QgGh1HXL7t",-5,"Negatif"
"877","Kanye took to Twitter on Thursday to share a video recapping his visit to Mar-A-Lago, confirming that he asked Trump to be his running mate in 2024.  https://t.co/0trsDtgzUU",0,"Netral"
"878","So the 2024 GOP Primary could be:

- Donald Trump
- Ron DeSantis
- Kanye West
- Mike Pompeo
- Mike Pence
- Nikki Haley
- Josh Hawley 
- Tom Cotton
- Asa Hutchinson 
- Tim Scott
- Kristi Noem
- Larry Hogan",0,"Netral"
"879","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.

https://t.co/ny0jf8jKGJ",0,"Netral"
"880","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024. https://t.co/2EnmO5sKNZ",0,"Netral"
"881","Rapper Kanye West announced he is running for President in 2024. https://t.co/nHyC2oDOh7",0,"Netral"
"882","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #SmartNews  https://t.co/crQDQ7bzWo",-1,"Negatif"
"883","Christie on Trump's meeting with Nick Fuentes: “This is just another example of an awful lack of judgment from Donald Trump, which, combined with his past poor judgments, make him an untenable general election candidate for the Republican Party in 2024."" https://t.co/Ie1mlMmx6B",-4,"Negatif"
"884","Kanye West says he asked Donald Trump to be his 2024 presidential running mate https://t.co/QOQvekyohg 'This is Like a GOP Reality TV horror/freak show... 'Literally!!",0,"Netral"
"885","Hard to find but here's one more bonkers crazy than trump...

@KanyeWest asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/GfK05zDLDk",-3,"Negatif"
"886","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president via /r/politics https://t.co/aXZpO5kqAq",-1,"Negatif"
"887","Kanye West has just as much a right to run for President as Donald Trump does.  ⁦@cspanwj⁩ #kanye2024 https://t.co/hA19vZhSkz",1,"Positif"
"888","Donald Trump announces he will run for office in 2024 https://t.co/FC3RYX34s8 The Cord » News",0,"Netral"
"889","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/ta34OuC8sU",-2,"Negatif"
"890","Trump was able to pay off $900 million in 1999, And bragged about it. He still owes the same amount of money at $1.2 billion which is all due in 2024. The only assumption is the money came from this. And by this I mean the meeting that Donald Trump Junior June 9, 2016 https://t.co/GO0sVeUsdN",0,"Netral"
